Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,481.8,605.9,628.8,807.3,556.6,670.7,551.3,522.8,439.5,405.7,333.1
Operating Expenses Qtr Cr,397.1,414.2,416.4,362.6,337.6,330.9,271.5,262.2,213.7,463.7,197.4
Operating Profit Qtr Cr,71,179.6,200.3,431.5,207.8,333.3,269.7,250,213.8,-71.1,118.8
Operating Profit Margin Qtr %,15.05%,30.22%,32.48%,53.89%,37.76%,49.90%,49.36%,48.41%,49.64%,-17.87%,36.90%
Depreciation Qtr Cr,11,10.2,10,10.2,8.4,11,8.9,8.5,8.1,8.2,7
Interest Qtr Cr,46,51,44.8,34.9,34.9,36.8,30,29.2,31.6,38.9,30.6
Profit Before Tax Qtr Cr,24.2,130,157.6,393,170.7,289,235.7,218.7,93.9,-110,92.3
Tax Qtr Cr,19.9,27.2,31.6,59,38.1,37.1,45,39,3.9,-0.8,1.6
Net Profit Qtr Cr,4.4,102.8,126.1,334.1,132.6,251.8,190.8,179.7,90.1,-109.2,90.7
Basic EPS Qtr Rs,0.3,7,8.6,22.8,9,17.2,13.1,12.2,6.1,-7.4,6.1
