Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,899.7,1029.3,774.1,766.1,744.8,945.2,712.8,608.8,485.5,682.8,564.9
Operating Expenses Qtr Cr,725.6,802.7,607.4,588,596.7,753.6,551,477.2,385,528.7,433.5
Operating Profit Qtr Cr,165,208,158.9,167.5,143.3,182.2,135.3,124,94.3,146.9,124.4
Operating Profit Margin Qtr %,18.52%,20.58%,20.74%,22.17%,19.37%,19.47%,19.71%,20.63%,19.68%,21.74%,22.30%
Depreciation Qtr Cr,32.7,39.9,35.8,32,26.9,38.8,37.3,35.2,33.1,53.8,51.7
Interest Qtr Cr,6.9,6,6.4,7.2,7.9,4.3,18.4,15.8,10.2,14.5,14.2
Profit Before Tax Qtr Cr,134.5,180.6,146,138.9,113.3,148.5,106.1,69.4,57.1,85.9,58.8
Tax Qtr Cr,33.6,67.9,45.2,43.7,40.3,71.5,28.5,19.6,17.3,18.7,18.6
Net Profit Qtr Cr,100.8,112.8,100.8,95.2,73,77,77.6,49.8,39.8,67.2,40.2
Basic EPS Qtr Rs,3.6,4,3.6,3.4,2.6,2.7,5.5,3.5,2.8,4.8,2.9
