Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4385,4836,4120.9,3672.5,3943.4,3787.9,3861.1,3579.4,3404.8,3346.5,3075.3
Operating Expenses Qtr Cr,1023.5,982.9,886.8,877.8,776.3,814.8,710.9,677.3,614.1,659.5,634.1
Operating Profit Qtr Cr,1490.9,1557,1237.9,1057.6,1337.7,942.2,1360.8,1245.8,1197.4,1020.5,906.2
Operating Profit Margin Qtr %,36.76%,40.22%,36.32%,33.25%,39.23%,31.40%,41.14%,38.96%,39.67%,35.85%,33.34%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,1540.9,1331.7,1284,1245.5,1295.9,1243.7,1236.1,1274.5,1206.6,1166.3,1177.4
Profit Before Tax Qtr Cr,1178.2,2516.7,1144.4,-4028.7,496.2,135.2,845.4,1233,735.1,693.3,969
Tax Qtr Cr,291.7,614.3,285.5,-1020.1,123.1,32.1,212.8,313,185.3,176,238
Net Profit Qtr Cr,886.5,1902.3,859,-3008.6,373.1,103,632.6,920,549.8,517.3,731
Basic EPS Qtr Rs,5.5,11.8,5.3,-18.7,2.3,0.6,3.9,5.7,3.4,3.2,4.5
