Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,819.2,1680.8,1016.2,786.5,619.5,551,459.6,233,73.5,61.5,93.3
Operating Expenses Qtr Cr,815,1663.4,949.1,782.1,576,522.2,452.1,247.6,125.6,230.7,300.3
Operating Profit Qtr Cr,-12.4,2.6,52.1,-31,14,13.3,-7.8,-32.5,-90.3,-191.3,-232.4
Operating Profit Margin Qtr %,-1.54%,0.16%,5.20%,-4.13%,2.37%,2.48%,-1.75%,-15.08%,-255.81%,-485.78%,-342.13%
Depreciation Qtr Cr,42,47.7,47.6,46.8,43,42.5,39,51.5,53.5,130.7,137.2
Interest Qtr Cr,160.5,194.1,201.8,194.5,186.7,202.9,197.8,197.2,385.2,328.8,366.7
Profit Before Tax Qtr Cr,2305.9,-307.3,-182.3,-236.9,-186.2,-221.9,-229.2,558.5,-505.8,-874,-1045.7
Tax Qtr Cr,0,0,0,0,0,0,0,0,0,0.7,0
Net Profit Qtr Cr,2305.9,-307.3,-182.3,-236.9,-186.2,-221.9,-229.2,558.5,-505.8,-874.7,-1045.7
Basic EPS Qtr Rs,2.4,-0.3,-0.2,-0.3,-0.2,-0.3,-0.3,0.7,-0.9,-1.6,-2
