Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,11016.9,10941.9,10636.6,10472,10285.4,10705.5,10311.4,9890.1,9620.1,10409.5,9496.9
Operating Expenses Qtr Cr,1644.4,1345.3,1312.7,1144.1,1204.3,1195.3,1216,1086.8,1111.5,1632.3,1115.7
Operating Profit Qtr Cr,8801.7,8875.9,8688.3,8785.1,8572.4,8747.2,8460.5,7971.1,7877.2,8072.1,7876.2
Operating Profit Margin Qtr %,84.26%,86.84%,86.87%,88.48%,87.68%,87.98%,87.43%,88.00%,87.63%,83.18%,87.59%
Depreciation Qtr Cr,3202.6,3187.5,3193,3143.4,3026.7,3025.3,2992.8,2896.7,2797,2863.6,2802.4
Interest Qtr Cr,1981.8,2102.7,1851.7,1959,2297.6,1976.3,2151.1,2095,2278.6,2604.3,2474
Profit Before Tax Qtr Cr,4268.1,4261.2,4211.9,3887.3,6926.4,4142.1,4331,3799.8,2358,3309.3,3104.7
Tax Qtr Cr,502.3,-59.4,862.4,549,1359,626.5,1007.2,682.4,773.1,1102.4,793.3
Net Profit Qtr Cr,3765.9,4320.6,3349.4,3338.3,5567.4,3515.6,3323.8,3117.4,1978.9,3182.7,2673.5
Basic EPS Qtr Rs,5.4,6.2,4.8,4.8,8.7,6.7,6.3,6,3.8,6.1,5.1
