Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4081.5,3948.2,3926.8,3823.6,4005.9,3831.7,3941.4,3997.2,3932.5,4107.9,3738.2
Operating Expenses Qtr Cr,1083.8,1192,1108.8,1059,933.4,1000.7,956,882.6,852.4,967.8,819
Operating Profit Qtr Cr,520.8,333.2,430.1,420.4,485,419.7,481.1,497.2,444,248.2,336
Operating Profit Margin Qtr %,14.35%,9.57%,12.49%,12.44%,14.45%,12.47%,13.91%,14.26%,12.89%,7.31%,10.09%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,2024.3,1958,1903.7,1899.8,1937.3,1946,2022.5,2108.1,2147.7,2180.8,2175.4
Profit Before Tax Qtr Cr,806.7,723,700.3,619.5,493.4,642.8,542.3,414.5,537.8,391.8,583
Tax Qtr Cr,206,182.4,178.6,159.2,126.1,164.9,138.2,106.8,137,90.6,142.3
Net Profit Qtr Cr,600.7,540.5,521.7,460.3,367.3,477.8,404.1,307.6,400.8,301.2,440.6
Basic EPS Qtr Rs,2.9,2.6,2.5,2.2,1.8,2.4,2,1.5,2,1.5,2.2
