Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,439.3,1302.2,470.2,340.3,230.4,569.7,240.3,228.8,205.9,935.7,423.7
Operating Expenses Qtr Cr,192,883.1,243.5,160.3,90.8,516.9,142.5,131.5,116.3,699.3,233.2
Operating Profit Qtr Cr,22.1,201.6,0.6,-46,-60.4,-129.1,-69.6,-74,-64.1,81.6,42.3
Operating Profit Margin Qtr %,10.34%,18.59%,0.25%,-40.30%,-198.82%,-33.27%,-95.62%,-128.83%,-122.59%,10.45%,15.36%
Depreciation Qtr Cr,4.5,4.7,4.5,4.3,4.2,4.4,4.1,4,3.7,4.6,4.2
Interest Qtr Cr,56.2,66.5,55.6,56,55.1,51.9,57,62.5,63.1,62.5,71.6
Profit Before Tax Qtr Cr,186.6,348,166.5,119.7,80.3,-3.5,36.6,30.7,22.8,169.3,114.7
Tax Qtr Cr,46.1,93,40.6,30.4,23.6,62.6,28.3,19.8,16.4,73.7,45
Net Profit Qtr Cr,140.5,255,125.9,89.2,56.7,-66.2,8.4,10.9,6.4,95.6,69.7
Basic EPS Qtr Rs,5,9.2,4.5,3.2,1.9,-2.6,0.3,0.4,0.2,3.8,2.8
