Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,234.4,263.6,274.2,341.9,207.2,204,206.9,178.7,111,161.5,162.5
Operating Expenses Qtr Cr,206.7,234.2,242.5,301.1,173.6,167.1,173.3,143.7,85.5,135.4,132.3
Operating Profit Qtr Cr,27.1,27.5,26.1,37.5,30.4,34.4,32.4,30,24,24.2,30.1
Operating Profit Margin Qtr %,11.58%,10.50%,9.71%,11.07%,14.89%,17.08%,15.75%,17.29%,21.91%,15.15%,18.56%
Depreciation Qtr Cr,6.2,7.1,6.8,6.4,6,6.9,5.9,5.5,3.8,4.6,4.4
Interest Qtr Cr,0.6,0.6,0.4,0.9,0.6,0.8,0.4,0.7,1.1,1,0.9
Profit Before Tax Qtr Cr,20.9,21.7,24.5,33.5,27,29.2,27.3,28.9,20.6,20.5,24.9
Tax Qtr Cr,5.5,4.8,6.2,9.1,7.1,7.8,6.6,7.1,5.3,5.4,6.4
Net Profit Qtr Cr,15.4,16.9,18.3,24.4,19.9,21.4,20.6,21.8,15.3,15.2,18.5
Basic EPS Qtr Rs,2.8,3.1,3.3,4.4,3.7,4.1,4,4.3,3.1,3.1,3.6
