Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,108.8,116.2,117.7,106.4,88.5,75.9,78.6,73.7,45.1,47.3,56.4
Operating Expenses Qtr Cr,92.9,95.6,98.3,83.3,67.8,58.2,67.9,62.2,38.4,36.3,39.9
Operating Profit Qtr Cr,12.3,12.8,13,12.7,14.1,14,10.4,10.5,3.9,8.4,13.1
Operating Profit Margin Qtr %,11.66%,11.82%,11.68%,13.22%,17.21%,19.38%,13.27%,14.45%,9.21%,18.70%,24.69%
Depreciation Qtr Cr,1.7,1.8,2,2,1.5,1.6,1.6,1.6,1.8,1.7,1.5
Interest Qtr Cr,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Profit Before Tax Qtr Cr,14.1,18.4,17.4,20.9,19.1,16,9,9.8,4.8,9.2,14.8
Tax Qtr Cr,3.8,5.1,4.9,5.1,4.2,5.3,2.3,2.5,1.2,2.4,3.7
Net Profit Qtr Cr,10.3,13.3,12.5,15.8,14.9,10.7,6.7,7.3,3.6,6.8,11.1
Basic EPS Qtr Rs,0.8,1,0.9,6,5.7,4.2,2.6,2.9,1.4,2.7,4.4
