Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,126.4,46.3,52.6,81.2,73.5,24.7,14.1,79.5,21.9,15.9,23.4
Operating Expenses Qtr Cr,10.9,5.8,5.7,7.3,5.6,4.3,4.7,4.1,6,4.7,4.7
Operating Profit Qtr Cr,115.4,40.4,46.9,73.9,67.8,20.4,9.4,75.4,15.7,11.2,18.7
Operating Profit Margin Qtr %,91.40%,87.41%,89.21%,91.00%,92.33%,82.41%,66.41%,94.83%,72.28%,70.67%,79.96%
Depreciation Qtr Cr,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,115.3,40.2,46.6,73.7,67.6,20.1,9.1,75.1,15.6,11,18.5
Tax Qtr Cr,6.6,7.2,9.8,6.8,3,3.6,1.6,2.7,3.2,0.3,6.6
Net Profit Qtr Cr,108.7,33,36.8,66.8,64.7,16.5,7.5,72.4,12.4,10.7,11.9
Basic EPS Qtr Rs,21.5,6.5,7.3,13.2,12.8,3.3,1.5,14.3,2.5,2.1,2.4
