Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,934.4,896.6,870.7,913.6,675.5,862.8,806.2,658,221.2,560.4,578.9
Operating Expenses Qtr Cr,865.5,816.6,805.4,811.7,616.7,758.5,704.9,566.7,221.1,481.6,502.5
Operating Profit Qtr Cr,53.7,64.2,51.4,76.4,49.3,65,86.1,79.7,-8,38.4,68.1
Operating Profit Margin Qtr %,5.85%,7.29%,6.00%,8.61%,7.41%,7.89%,10.88%,12.33%,-3.77%,7.38%,11.94%
Depreciation Qtr Cr,44.7,42.6,44.1,44.1,39.5,38.4,39.6,36.5,36.3,34.9,33.4
Interest Qtr Cr,33.6,32.4,28.6,17.4,12.6,14,12.9,16.1,12.8,11.3,9.7
Profit Before Tax Qtr Cr,-9.3,5,-7.5,40.4,6.7,51.8,48.9,38.7,-49,32.5,33.3
Tax Qtr Cr,-3.5,5,-3.4,15.7,1.6,18.7,13.4,14,-17.6,0.2,9.8
Net Profit Qtr Cr,-5.9,0.1,-4,24.8,5.1,33.1,35.5,24.7,-31.4,32.4,23.5
Basic EPS Qtr Rs,-0.4,0,-0.3,1.6,0.3,2.4,2.6,1.8,-2.3,2.4,1.7
