Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,143.6,160.5,134.3,112.9,114.7,131.8,118.2,110.9,71.8,102,101.4
Operating Expenses Qtr Cr,119.7,133.4,106.1,90.8,90.7,104.6,90,90.5,58.3,81.9,81.8
Operating Profit Qtr Cr,21.2,24.2,22.4,19.3,21.7,22.3,25.1,18.4,11.5,17.2,17.5
Operating Profit Margin Qtr %,15.02%,15.32%,17.44%,17.50%,19.30%,17.55%,21.77%,16.93%,16.51%,17.38%,17.64%
Depreciation Qtr Cr,2.9,2.5,2.3,2.2,2.1,2.1,2.1,2.1,2,1.9,1.8
Interest Qtr Cr,3.4,4.2,2.8,2.2,2.1,2.1,2.2,2.5,2.7,2.9,2.8
Profit Before Tax Qtr Cr,17.7,20.3,23,17.8,19.8,23,23.8,15.8,8.8,15.3,15
Tax Qtr Cr,4.6,2.6,6.2,4.7,5.6,5.1,6.9,4.5,2.6,4.5,4.2
Net Profit Qtr Cr,13,17.6,16.8,13.1,14.2,17.9,16.9,11.3,6.2,10.8,10.8
Basic EPS Qtr Rs,9.5,12.9,12.3,9.7,11.1,15.3,12.1,7.6,4,8.3,8.3
