Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2050.3,1923.4,1997.5,1726.1,1718.7,2250.5,2064.7,1677.3,1091.5,1408.5,1660.2
Operating Expenses Qtr Cr,1813.2,1618.1,1692.9,1452.2,1438.3,1865.8,1653.4,1338.8,942,1186.2,1421.2
Operating Profit Qtr Cr,201.6,243.4,264.6,210.1,233.2,344.7,364.1,300.9,119.6,194.4,212.3
Operating Profit Margin Qtr %,10.01%,13.07%,13.52%,12.64%,13.95%,15.59%,18.05%,18.35%,11.27%,14.08%,12.99%
Depreciation Qtr Cr,36.4,33,32.5,32.9,31.4,30.4,31.5,27.4,26.4,27.8,26.7
Interest Qtr Cr,2.6,2.9,3.2,3.6,3,2.6,3.3,3.2,1.9,2.8,2.9
Profit Before Tax Qtr Cr,198.1,269.5,268.8,237.4,246.1,351.6,376.5,307.8,121.1,191.6,209.4
Tax Qtr Cr,50.6,67.3,67.3,60.7,60.9,80.3,95.9,77.9,28.9,51.2,56.4
Net Profit Qtr Cr,147.4,202.2,201.5,176.7,185.2,271.3,280.6,229.9,92.2,140.4,153.1
Basic EPS Qtr Rs,11.4,16.3,15.3,13.4,14,20.6,21.3,17.7,7.7,11.8,12.8
