Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,788,674.6,770.8,480.7,226.3,477.6,433.7,215.3,117.1,754.1,890.4
Operating Expenses Qtr Cr,500.7,430.2,479.9,401,303.9,359.3,360.7,252.9,257.1,504.8,537.7
Operating Profit Qtr Cr,260.5,163.4,260.9,60.5,-96.5,104.7,48,-87.7,-161.9,213.5,317.1
Operating Profit Margin Qtr %,34.22%,27.52%,35.22%,13.11%,-46.54%,22.56%,11.75%,-53.11%,-169.96%,29.72%,37.10%
Depreciation Qtr Cr,50.8,51.6,50,50.5,50.9,52.2,51,50.3,50.3,51.5,50.7
Interest Qtr Cr,32.2,48.3,92.9,82.1,81.2,78.8,84.3,68.7,63,59.9,58.7
Profit Before Tax Qtr Cr,202.4,109.3,144.7,-60.7,-220.3,-58.1,-118.5,-172.6,-291.1,128.1,242.1
Tax Qtr Cr,54.9,23.7,20.6,-6.8,-30.1,-8.5,-23.7,-31,-52.3,35.8,74.3
Net Profit Qtr Cr,147.4,85.6,124.1,-53.9,-190.2,-49.5,-94.8,-141.6,-238.8,92.2,167.8
Basic EPS Qtr Rs,1,0.6,1,-0.5,-1.6,-0.4,-0.8,-1.2,-2,0.8,1.4
