Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1134.2,1148.5,1077.6,847.3,731.7,680.3,667.6,666.4,482.6,639.6,673.8
Operating Expenses Qtr Cr,746.6,791.1,708.6,683.3,589.5,574.9,571.6,533.6,391.2,541.8,561.2
Operating Profit Qtr Cr,381.8,350.4,366.4,142.4,127,96.5,78.6,104.6,78.5,79.9,94.4
Operating Profit Margin Qtr %,33.83%,30.69%,34.08%,17.25%,17.72%,14.37%,12.09%,16.39%,16.71%,12.85%,14.40%
Depreciation Qtr Cr,49.8,52.2,50,48.7,46.8,44.2,44.6,43.2,42.3,47.6,38.8
Interest Qtr Cr,1.6,1.2,1.4,1.3,2.3,8.7,1.9,1.8,3.1,2.9,4
Profit Before Tax Qtr Cr,336.3,303.9,317.7,113.9,93.1,52.5,49.5,87.8,46,47.4,69.8
Tax Qtr Cr,114.2,82.2,115.9,38.9,29.6,17.5,16,21.4,14,35.5,10
Net Profit Qtr Cr,222.1,221.7,201.8,75,63.5,35,33.5,66.4,32,11.9,59.8
Basic EPS Qtr Rs,30.2,30.2,27.5,10.2,8.7,4.8,4.6,9,4.4,1.6,8.1
