Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4277.1,4461.2,3701.1,3254.3,2632.4,3368.4,3205,2531,1511.3,2235.7,2293.9
Operating Expenses Qtr Cr,3868.8,3896.5,3211.9,2777.4,2245.1,2825.5,2657.8,2031.1,1348.3,1970.8,2002.5
Operating Profit Qtr Cr,361.4,520.5,440.3,443.6,353.1,505.6,508.1,420.7,130.9,245.3,267.3
Operating Profit Margin Qtr %,8.54%,11.78%,12.06%,13.77%,13.59%,15.18%,16.05%,17.16%,8.85%,11.07%,11.78%
Depreciation Qtr Cr,72.1,70.7,66.2,62.3,61.6,65,64.4,59.1,60.4,62.5,55.2
Interest Qtr Cr,9.8,19.1,12.3,11.1,10.9,23.5,15.2,17.3,16.7,4.6,5.3
Profit Before Tax Qtr Cr,326.6,474.9,410.6,403.4,314.8,454.4,467.7,423.6,86,197.7,230.9
Tax Qtr Cr,84.1,122,104.7,101.9,80.5,152.1,118.6,98.7,22.6,20.5,30.5
Net Profit Qtr Cr,242.4,352.9,305.9,301.6,234.3,302.3,349.1,324.9,63.3,177.2,200.4
Basic EPS Qtr Rs,3.9,5.6,4.9,4.8,3.7,4.8,5.6,5.2,1,2.8,3.2
