Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,554,634.2,515.1,580.1,392.4,653.8,359.5,356.2,268.1,311.4,374.3
Operating Expenses Qtr Cr,403.1,411.1,386.4,367.8,348.5,300.4,279.3,270.2,228.5,262.4,279.1
Operating Profit Qtr Cr,73.8,103.5,80.8,43.1,43.5,53.3,57.3,71.7,38.3,39.2,40.9
Operating Profit Margin Qtr %,15.48%,20.12%,17.30%,10.50%,11.09%,15.06%,17.02%,20.96%,14.36%,12.99%,12.78%
Depreciation Qtr Cr,11.3,13.5,13.1,12.3,12.3,15,14.6,14.2,13.6,17.1,12.9
Interest Qtr Cr,0.3,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.9,0.5,0.7
Profit Before Tax Qtr Cr,139.3,209.2,115,199.4,31,337.8,64.9,71.1,25.1,31.4,81.5
Tax Qtr Cr,19.2,25.3,17.9,11,8.9,11.1,11.6,15.3,7.6,13.7,22.6
Net Profit Qtr Cr,120.1,183.8,97.1,188.4,22.1,326.7,53.3,55.8,17.5,17.7,58.9
Basic EPS Qtr Rs,38.2,58.6,30.9,60,7,104.1,17,17.8,5.5,5.5,18.4
