Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,20991.1,20417.4,19453.7,20684,20035.1,20026,20102.8,20084.1,19891.3,11307,10741.2
Operating Expenses Qtr Cr,4951,4492.3,4600.3,4734,4611.5,4773.9,4294.4,3866.1,3831.6,2243.1,1843.6
Operating Profit Qtr Cr,2630.7,2277.1,2574.1,2095.3,2401.9,628.9,2295.1,2426.8,2571.6,635.1,1291
Operating Profit Margin Qtr %,14.47%,13.26%,15.20%,12.54%,14.02%,4.06%,13.43%,13.65%,13.95%,6.84%,13.40%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,10592.5,10405,9755.3,9876.4,10120.8,10072.2,10497.8,11483.3,12025.6,6411.3,6496.1
Profit Before Tax Qtr Cr,2166.4,1902,2548.6,2349.8,1779,1275.6,54.7,590.8,478.3,-3359,582.5
Tax Qtr Cr,608,462.4,1463.2,823.7,598,-54.2,-672.1,74.2,145.6,-855.9,7.9
Net Profit Qtr Cr,1558.5,1439.6,1085.4,1526.1,1181,1329.8,726.8,516.6,332.7,-2503.2,574.6
Basic EPS Qtr Rs,2.3,2.1,1.6,2.2,1.8,2.1,1.1,0.8,0.5,-7.3,2.5
