Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,5352.8,6304.4,5380.8,4829.5,3850.9,3821.7,3461.5,3167,1271.2,2914.6,3187.3
Operating Expenses Qtr Cr,4813.1,5526.1,4629.2,4104.4,3261.4,3288.3,3007.4,2803.7,1183.9,2662.5,2876.6
Operating Profit Qtr Cr,523.3,761.1,739.2,710.6,579.8,521.4,444.6,352.3,77.6,241.5,302.5
Operating Profit Margin Qtr %,9.81%,12.11%,13.77%,14.76%,15.09%,13.69%,12.88%,11.16%,6.15%,8.32%,9.51%
Depreciation Qtr Cr,89.1,88.1,89.6,89.2,90.7,90.2,92.8,95.3,95.1,99.4,104.6
Interest Qtr Cr,67.3,68.4,88.6,78.7,81.1,91.5,117.2,124.1,131,142.9,139.5
Profit Before Tax Qtr Cr,383.2,621.8,573.4,557.2,417.6,405.8,250.8,168.6,-124.8,-38.2,91.2
Tax Qtr Cr,96.4,-46.7,201.6,194.6,146.2,140.9,99.2,70.8,-38.3,-16.3,35.1
Net Profit Qtr Cr,286.7,668.6,371.8,362.6,271.4,264.9,151.7,97.8,-86.5,-22,56.1
Basic EPS Qtr Rs,5.5,13.4,7.4,7.4,5.6,5.4,3.1,2,-1.8,-0.5,1.1
