Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,188.3,1367,144,362.8,241.4,1331.1,507,511.6,173.8,662.9,978.8
Operating Expenses Qtr Cr,230.2,944.2,175.1,359.1,273.7,1087.1,487.5,511.5,224.9,581,763.2
Operating Profit Qtr Cr,-63.9,197.3,-37.7,-6.6,-44.2,179.2,9.4,-77.5,-59.9,69.5,64.7
Operating Profit Margin Qtr %,-38.42%,17.28%,-27.48%,-1.88%,-19.29%,14.15%,1.89%,-17.86%,-36.27%,10.68%,7.81%
Depreciation Qtr Cr,12,13,11.8,14.5,10.6,9,10.8,11.4,10.5,9.5,11.6
Interest Qtr Cr,45.6,52.4,49.7,45,45.1,33.6,40.5,44.7,40.7,35.9,35.8
Profit Before Tax Qtr Cr,-99.5,357.4,-92.6,-55.8,-87.9,201.3,-31.8,-56,-102.3,36.5,168.2
Tax Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Net Profit Qtr Cr,-99.5,357.4,-92.6,-55.8,-87.9,201.3,-31.8,-56,-102.3,36.5,168.2
Basic EPS Qtr Rs,-1.1,3.8,-1,-0.6,-0.9,2.2,-0.3,-0.6,-1.1,0.4,1.8
