Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,8582.2,8892.3,8260.5,8408.9,8062.8,8398.4,8124.9,8288.1,7685.4,8294.1,8077
Operating Expenses Qtr Cr,3157.5,3007.8,2997,2713,2403.6,2384.8,2257.9,2067.8,1873.7,2323.8,2382.9
Operating Profit Qtr Cr,1539.5,1513.6,1337.3,1307.6,1538,1458,1749,1845.5,1850.2,1235.9,1046.6
Operating Profit Margin Qtr %,20.98%,21.42%,19.39%,19.82%,23.74%,22.61%,25.76%,27.00%,26.77%,18.16%,15.54%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,2641.4,2544.5,2562.5,2575.7,2538.1,2606.1,2783.7,2922.8,3188,3245,3306.1
Profit Before Tax Qtr Cr,2759.7,3646.1,2832.7,2696.2,2186.3,2228.1,2484.3,2928.9,1661.7,1677.8,1944.1
Tax Qtr Cr,688.5,878.7,701.4,664.2,544.4,545.7,630.8,744.4,417.2,411.2,348.2
Net Profit Qtr Cr,2071.2,2767.4,2131.4,2032,1641.9,1682.4,1853.5,2184.5,1244.5,1266.6,1595.9
Basic EPS Qtr Rs,10.4,13.7,10.8,10.2,8.3,8.3,9.4,11,6.4,6.4,8.3
