Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,603.1,768.9,685.6,829.4,525,595.6,689.8,546.7,359.1,927.3,893.1
Operating Expenses Qtr Cr,387.2,530.9,478.4,568.4,314.6,415.8,510.3,380.1,158.9,648.6,595.6
Operating Profit Qtr Cr,200,200.7,177,247.1,197,137.5,160.4,142.9,190.8,268,291.1
Operating Profit Margin Qtr %,34.06%,27.43%,27.01%,30.30%,38.51%,24.85%,23.92%,27.32%,54.56%,29.24%,32.83%
Depreciation Qtr Cr,14.1,17.9,16.8,16.8,16.5,20.5,19,18.3,17.7,17.6,16.9
Interest Qtr Cr,183.7,180.8,156.7,179.9,178.6,144.8,132.3,123.6,175.3,170.3,167.4
Profit Before Tax Qtr Cr,18.1,39.3,33.7,64.3,15.3,14.5,28.2,24.7,7.2,90.8,113.2
Tax Qtr Cr,5.2,11.6,8.5,17,2.7,-3.8,4.9,8.1,-0.1,37.6,37
Net Profit Qtr Cr,12.9,27.7,25.2,47.3,12.6,18.3,23.3,16.6,7.3,53.2,76.2
Basic EPS Qtr Rs,1.4,2.9,2.7,5,1.3,1.9,2.5,1.8,0.8,5.6,8
