Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,380.9,332.3,362.3,285.7,195.3,164.6,198.9,133.6,89,125.8,144.7
Operating Expenses Qtr Cr,336.8,290.8,324.6,249.5,165.6,129.8,161.3,101.3,61.1,90.3,108.1
Operating Profit Qtr Cr,41.3,39.4,35.3,34.4,27.8,33.4,35.8,29.1,25.2,32.9,34.5
Operating Profit Margin Qtr %,10.92%,11.94%,9.81%,12.12%,14.39%,20.45%,18.17%,22.34%,29.23%,26.69%,24.17%
Depreciation Qtr Cr,13.4,15.1,12.2,15.8,15.6,9.9,15.2,23.6,21.9,22.8,20.8
Interest Qtr Cr,0.3,0.3,0.5,0.4,0.7,0.8,0.9,0.9,0.9,0.9,1
Profit Before Tax Qtr Cr,30.3,26.2,25,20,13.4,24.1,21.6,7.8,5,11.8,14.7
Tax Qtr Cr,7,-0.2,6.2,5.2,3.5,-2.2,8,2.8,1.9,4.4,3.4
Net Profit Qtr Cr,23.3,26.4,18.8,14.8,9.8,26.3,13.4,5,3.2,7.4,11.2
Basic EPS Qtr Rs,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2
