Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4.2,4.5,4.9,5.1,5.2,6.7,162.6,3.9,4.6,4.6,4.5
Operating Expenses Qtr Cr,1.6,1.1,6.7,1.1,1,4.6,0.9,1,0.6,0.9,1.7
Operating Profit Qtr Cr,2.6,-4.9,-1.8,4,4.1,2,161.7,2.8,3.7,3.5,2.7
Operating Profit Margin Qtr %,61.19%,-109.50%,-36.47%,77.98%,79.53%,29.87%,99.45%,72.18%,85.11%,80.07%,60.45%
Depreciation Qtr Cr,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0.1,0
Profit Before Tax Qtr Cr,5.3,-4.9,-63.2,3.8,3.9,1.8,161.5,2.6,3.7,3.4,2.5
Tax Qtr Cr,0.7,-3.2,-0.4,1,1.1,1.6,19.1,0.8,1,2.4,0.6
Net Profit Qtr Cr,4.6,-1.7,-62.8,2.7,2.9,0.1,142.3,1.8,2.7,1,1.9
Basic EPS Qtr Rs,0.1,-0.1,-1.8,0.1,0.1,0,4.2,0.1,0.1,0,0.1
