Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,7700.1,6848.7,7595.9,6304.4,4891.4,5769.4,5994.2,4621.2,2498.4,3944.1,4749.7
Operating Expenses Qtr Cr,6123.6,5396.9,6022.9,5276.9,3904,4448.4,4218.6,3377.1,1979.6,3103.2,3539
Operating Profit Qtr Cr,1462.6,1362.7,1468.2,874.9,882,1222.4,1654.2,1149.6,467,775.8,1117.9
Operating Profit Margin Qtr %,19.28%,20.16%,19.60%,14.22%,18.43%,21.56%,28.17%,25.40%,19.09%,20.00%,24.01%
Depreciation Qtr Cr,184.1,181.3,184,179.8,176.4,192.9,169,168.7,166.9,172.2,173.7
Interest Qtr Cr,19.9,14.3,21.5,18.1,16.4,24.6,16.8,15.3,14.9,19.3,19.6
Profit Before Tax Qtr Cr,1372.4,1202.5,1367.4,829.5,794.7,1103.5,1589.8,1060.1,337,616.3,1017.4
Tax Qtr Cr,355.1,302.6,347.2,210.9,198.8,283.9,401.9,267,85.1,164.2,258.5
Net Profit Qtr Cr,1017.3,900,1020.3,618.6,595.9,819.6,1187.9,793.1,251.9,452.1,758.9
Basic EPS Qtr Rs,10.6,9.4,10.6,6.5,6.2,8.5,12.4,8.3,2.6,4.7,7.9
