Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2210.5,2565.7,1959.6,1968.8,1346.4,2088.8,1850.7,1379.2,1054.2,1430.5,1385.6
Operating Expenses Qtr Cr,1937.2,2165.7,1627.3,1617.6,1120.1,1574.8,1442,1119,936.8,1156.7,1152.1
Operating Profit Qtr Cr,268.8,391.4,317.8,310.9,222,509.8,401.7,255.7,117.1,273.8,221.2
Operating Profit Margin Qtr %,12.19%,15.31%,16.34%,16.12%,16.54%,24.45%,21.79%,18.60%,11.11%,19.14%,16.10%
Depreciation Qtr Cr,61.7,58.8,57.5,57.1,56.1,54.8,54.9,52.3,50.8,52.9,51.5
Interest Qtr Cr,1.6,1.9,0.5,0.7,2.1,0.5,-1.2,2.5,7.8,4.2,5.7
Profit Before Tax Qtr Cr,210,339.3,274.4,293.4,168.1,458.7,355,205.4,58.8,216.8,176.3
Tax Qtr Cr,54.3,85.1,67.8,67.5,43,120.5,88.6,51.8,15.6,63.6,41.9
Net Profit Qtr Cr,155.7,254.3,206.6,225.9,125.1,338.2,266.3,153.6,43.3,153.1,134.4
Basic EPS Qtr Rs,12.3,20,16.3,17.8,9.8,26.6,21,12.1,3.4,12.1,10.6
