Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,926.2,998.4,962,877.1,512.5,874.2,770.8,662.5,267.3,617.5,690
Operating Expenses Qtr Cr,777.2,842,791.5,716.2,430.2,705.1,608.2,528.8,248.1,520.2,579.4
Operating Profit Qtr Cr,136.8,145,159,146,69.5,154.2,148.1,121.3,9.4,82.9,98.2
Operating Profit Margin Qtr %,14.97%,14.69%,16.73%,16.93%,13.91%,17.94%,19.58%,18.66%,3.65%,13.75%,14.49%
Depreciation Qtr Cr,21.5,21.1,21.4,19.6,18.2,18.6,19.1,19.1,17,20.1,19.6
Interest Qtr Cr,2,2.2,1.5,1.1,1.3,1.3,1.2,1.2,1.4,2.5,1.9
Profit Before Tax Qtr Cr,125.5,133,147.7,140.1,62.9,149.2,142.3,113.3,0.7,74.8,89.1
Tax Qtr Cr,32.2,35.4,34.9,36.1,16.1,37.6,36.5,29.5,0.2,19.4,23.1
Net Profit Qtr Cr,93.3,97.7,112.8,104,46.7,111.6,105.8,83.8,0.6,55.4,66
Basic EPS Qtr Rs,5.9,6.1,7.1,6.5,2.9,7,6.7,5.3,0,3.5,4.2
