Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2194.4,2460.9,2886.3,8151.5,1625.7,2230.5,2508.1,2158.7,1039.7,1997.9,2600.1
Operating Expenses Qtr Cr,1895.1,2008.4,2394,7722.4,1447.4,1812.6,2104.9,1876.2,1107.8,1722.4,2158.5
Operating Profit Qtr Cr,274.2,426.7,490.7,425.6,167.7,411.8,383.8,269.7,-77.6,271.4,424
Operating Profit Margin Qtr %,12.64%,17.52%,17.01%,5.22%,10.38%,18.51%,15.42%,12.57%,-7.53%,13.61%,16.42%
Depreciation Qtr Cr,65.3,67.1,66.2,65.5,55.4,67,61.4,57.1,63.8,67.8,52.4
Interest Qtr Cr,16.6,12.7,33.8,-1.4,19.8,27.5,37.7,50.7,49.9,48,45.5
Profit Before Tax Qtr Cr,179,199.5,392.3,365.5,66.7,247,304.1,174.7,-256.8,161,343.7
Tax Qtr Cr,-31.3,63.3,101.2,92.1,-2.4,79.7,74.2,46.3,-41.5,137.1,84.9
Net Profit Qtr Cr,210.3,136.2,291.1,273.4,69.1,167.3,229.9,128.4,-215.3,23.9,258.8
Basic EPS Qtr Rs,2.9,1.9,4,3.8,0.9,2.3,3.2,1.8,-3,0.3,3.6
