Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3119,2808.2,2681.1,2308.1,2220,2139.4,1835.3,1768,1308.9,1653.6,1659.1
Operating Expenses Qtr Cr,2260.7,2003.5,1937.5,1732.6,1674.9,1590.9,1346,1285.5,1024.5,1322,1301.8
Operating Profit Qtr Cr,842.2,793.7,727.6,558.6,524.9,532.3,464.9,471,273.2,324.5,350.1
Operating Profit Margin Qtr %,27.14%,28.37%,27.30%,24.38%,23.86%,25.07%,25.67%,26.82%,21.05%,19.71%,21.19%
Depreciation Qtr Cr,105.2,106.2,106.8,105.3,100.9,96.5,96.8,96.7,93.6,93.3,92.5
Interest Qtr Cr,26.8,28.4,23.9,18.9,23.2,19,22.8,30.8,38.6,43.5,43.7
Profit Before Tax Qtr Cr,726.3,670.1,612.8,451.2,420.9,432.9,369.7,355.1,152.2,194.7,221.1
Tax Qtr Cr,217.9,169.6,209.5,139.5,129.3,121.9,113.1,106.8,43.1,20.1,-90.6
Net Profit Qtr Cr,508.4,500.5,403.2,311.7,291.6,311,256.6,248.3,109.1,174.6,311.8
Basic EPS Qtr Rs,17.1,16.9,13.6,10.5,49.2,52.5,43.5,43.2,19,30.4,54.2
