Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1979.4,2024,1705,1671.6,1745.2,1620.9,1583.8,1749.4,1545.8,1518,1449.6
Operating Expenses Qtr Cr,1250.5,1281.7,1152,1096.4,1101.5,1081.6,1078.4,1050.7,1031.2,1068.9,1041.6
Operating Profit Qtr Cr,469.9,443.6,505.7,531.8,474.7,496.8,466.1,541.5,479.2,420,377.1
Operating Profit Margin Qtr %,27.31%,25.71%,30.51%,32.66%,30.11%,31.47%,30.18%,34.01%,31.73%,28.21%,26.58%
Depreciation Qtr Cr,232.4,237.6,230,229,219.6,269.1,226.7,239,238.2,283.9,236
Interest Qtr Cr,25.3,20.5,22.3,22.2,23.5,23.3,24.8,27.8,30.9,16.6,15.3
Profit Before Tax Qtr Cr,471.2,484.9,300.8,334.1,400.6,266.4,242.5,485.3,235.1,-191.6,156.7
Tax Qtr Cr,111.5,128.4,75.3,82.5,66.8,57.1,61.5,86.6,61.5,-44.7,43.1
Net Profit Qtr Cr,359.6,356.5,225.5,251.6,333.8,209.3,180.9,398.7,173.7,-146.9,113.5
Basic EPS Qtr Rs,12.6,12.5,7.9,8.8,11.7,7.3,6.3,14,6.1,-5.2,4
