Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,925.9,917.1,894.6,708,739.5,784.6,779,837.6,749.2,503.7,620.2
Operating Expenses Qtr Cr,724.7,706.9,697.7,610.3,582.1,558.6,574.6,594.7,547.3,389.6,478.5
Operating Profit Qtr Cr,196.7,206,192,93.4,150,222.9,201.4,239.8,195.6,97.3,137.9
Operating Profit Margin Qtr %,21.34%,22.56%,21.58%,13.27%,20.49%,28.52%,25.95%,28.73%,26.34%,19.99%,22.37%
Depreciation Qtr Cr,34.6,31.7,31.1,31.9,31.5,30.5,29.8,29.6,28.6,26.3,25.2
Interest Qtr Cr,4.4,4,3,4,5.4,5.8,5.9,6.2,5.8,6.7,6.7
Profit Before Tax Qtr Cr,162.2,174.6,162.7,61.8,120.5,189.7,168.6,207,167.5,242.2,109.7
Tax Qtr Cr,37.4,45.3,41.4,15.7,30.7,47.5,37.5,52.6,42.5,40.5,21.3
Net Profit Qtr Cr,124.8,129.2,121.3,46.1,89.8,142.3,131.1,154.5,125,201.8,88.5
Basic EPS Qtr Rs,5,5.2,4.9,1.9,3.6,5.7,5.3,6.2,4.9,7.9,3.5
