Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,6029.9,4972.9,4705.2,3678.8,3070.8,3909.6,2497.2,2280.1,1874.5,3583.7,3087.4
Operating Expenses Qtr Cr,3331.2,2520.2,2469.5,2397.8,1773.9,2154.8,2219.8,1431.6,1546.7,3691,1856
Operating Profit Qtr Cr,2636.4,1958.5,1267.2,913.4,1233.1,424.7,-93.8,737.3,197.2,-1101.4,1096
Operating Profit Margin Qtr %,44.18%,43.73%,33.91%,27.59%,41.01%,16.47%,-4.41%,33.99%,11.31%,-42.53%,37.13%
Depreciation Qtr Cr,386.8,211.3,467.8,420.2,397.5,417.6,387.9,373.7,358.5,252.8,424.3
Interest Qtr Cr,204.2,199.3,174.8,187,222.1,127,122.3,121.7,127.8,132.7,121.8
Profit Before Tax Qtr Cr,2107.7,2042.1,1593.2,673.8,677.4,1140.2,-384.2,219,-251.9,-492.8,685.3
Tax Qtr Cr,552.2,412.1,348.3,169.3,169.4,292.6,-1287.9,-20,-3.3,-1418.4,278.9
Net Profit Qtr Cr,1555.5,1630,1244.9,504.5,507.9,847.6,903.7,238.9,-248.6,925.6,406.4
Basic EPS Qtr Rs,14.3,15,11.5,4.7,4.7,7.8,8.3,2.2,-2.3,8.5,3.8
