Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2989.7,3179.3,2723.6,2223.3,1911.9,2638.9,1942.8,1578.1,1211.4,2206,2149
Operating Expenses Qtr Cr,2677.4,2867.4,2411.1,1962.4,1693,2328,1679.1,1331,1063.1,1901.4,1867.2
Operating Profit Qtr Cr,281.2,266.9,292.8,236.6,199.7,289.7,239.3,209.8,115.6,280.5,250
Operating Profit Margin Qtr %,9.51%,8.52%,10.83%,10.76%,10.55%,11.07%,12.47%,13.62%,9.81%,12.86%,11.81%
Depreciation Qtr Cr,47.5,45.6,45.9,46.1,44.7,43.3,43.9,43.4,43.5,43.9,45
Interest Qtr Cr,108.5,123.1,116.4,116.3,103.7,117.7,106.5,117.7,115.8,119.5,141.8
Profit Before Tax Qtr Cr,156.2,277.7,130.2,129.6,70.5,149.9,113.4,86,-11.1,147.9,72.2
Tax Qtr Cr,36.2,34.5,39.2,25.3,18.8,34.4,43.1,27.6,-28,37.5,-38.1
Net Profit Qtr Cr,120,243.2,91,104.3,51.7,115.5,70.3,58.4,16.9,110.4,110.3
Basic EPS Qtr Rs,2,4,1.5,1.7,0.8,1.9,1.1,1,0.3,1.8,1.8
