Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,256.8,1175.4,1664.7,1421.2,4186.4,8236.8,10545.1,5799.7,1842.1,3506.6,7463.7
Operating Expenses Qtr Cr,270.8,662.3,1684.3,1418.5,4196.4,8259.3,10533.8,5783.7,1860.7,3705.3,7414.8
Operating Profit Qtr Cr,-23.1,508.1,-20.7,-27.9,-27.6,-34,8.3,-9.3,-20.8,-208.2,46.7
Operating Profit Margin Qtr %,-9.34%,43.41%,-1.25%,-2.01%,-0.66%,-0.41%,0.08%,-0.16%,-1.13%,-5.95%,0.63%
Depreciation Qtr Cr,1.1,1.1,1.2,1.1,1.1,1,1.2,1.3,1.4,1.7,1.3
Interest Qtr Cr,111.6,54.3,53.2,50.2,48.3,51.9,51.1,48.1,47.4,47.1,39.2
Profit Before Tax Qtr Cr,-125.7,473.8,-85.5,-185.8,-81.8,-918.9,-60.7,-20.3,-94.3,-295.5,10.4
Tax Qtr Cr,0,362.5,0,0,0,-324.5,0,0,0,-24.1,9.4
Net Profit Qtr Cr,-125.7,111.3,-85.5,-185.8,-81.8,-594.4,-60.7,-20.3,-94.3,-271.4,1
Basic EPS Qtr Rs,-0.8,0.7,-0.6,-1.2,-0.6,-4,-0.4,-0.1,-0.6,-1.8,0
