Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,6989.8,7220.5,7019.8,6967.9,6852.5,6568,4140.7,1788.1,2070.8,1719.7,1683.2
Operating Expenses Qtr Cr,4574.5,3053.3,4227.2,3235.2,3279.2,3078.7,2033,859,802,818.3,799.6
Operating Profit Qtr Cr,2322.8,4058.2,2698.7,3640,3516.4,3412.1,2026.8,906.9,832.3,862.8,866.3
Operating Profit Margin Qtr %,33.68%,57.07%,38.97%,52.94%,51.75%,52.57%,49.92%,51.36%,50.93%,51.32%,52.00%
Depreciation Qtr Cr,1338.7,1364.4,322.9,1314.7,1318.3,1330.9,911.8,303.2,297,344.7,309.5
Interest Qtr Cr,432.3,382.4,379,383.3,376.5,361.7,232.5,28.5,13.3,15.2,19.9
Profit Before Tax Qtr Cr,644.3,2420.4,2090.7,2034.7,1878.5,1796.7,963.4,597.4,958.5,541.5,554.2
Tax Qtr Cr,165.4,602.5,518.1,474.9,461.7,431.9,259.1,151.5,135.3,135.1,140.1
Net Profit Qtr Cr,478.9,1817.9,1572.6,1559.8,1416.8,1364.8,704.3,445.9,823.2,406.4,414.1
Basic EPS Qtr Rs,1.8,6.7,5.8,5.8,5.3,5.1,3.5,2.4,4.5,2.2,2.2
