Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,7397.5,3331.6,4762.1,4495.9,3574.8,1607.3,3861.4,4039.1,3271.1,1998,3839.7
Operating Expenses Qtr Cr,6697.4,2946.8,4161,3741.2,2957.9,1306.7,3074.1,3244.3,2627.5,1751.8,3149.6
Operating Profit Qtr Cr,593.8,360.6,582.4,737.4,581.6,334,798.5,742.6,591.2,217.3,682.4
Operating Profit Margin Qtr %,8.14%,10.90%,12.28%,16.46%,16.43%,20.36%,20.62%,18.63%,18.37%,11.04%,17.81%
Depreciation Qtr Cr,76.1,75,76.2,75.2,73.3,74.9,71.7,71.8,70.8,72,73.3
Interest Qtr Cr,48.1,26.6,24.1,24.8,30.4,47.5,52.5,81,96.9,113.3,109.9
Profit Before Tax Qtr Cr,576,283.2,500.9,654.7,513.1,178.1,663,641.9,475.9,163.4,437.9
Tax Qtr Cr,169.5,89.7,175.4,228.8,171,12.8,211.4,225.7,161.9,-40.3,28.5
Net Profit Qtr Cr,406.5,193.6,325.4,425.9,342.2,165.3,451.6,416.1,314,203.7,409.4
Basic EPS Qtr Rs,9.8,4.7,7.8,10.2,8.2,4,10.8,10,7.5,4.9,9.8
