Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,19851.2,17362.7,15762.2,14410.2,11968,13643.4,14785.8,12103,5730,9458.4,12551.5
Operating Expenses Qtr Cr,17271.6,15178.4,13433,11645.5,10131.1,11723.1,11938.1,9820.6,5053,8008.9,10695.8
Operating Profit Qtr Cr,2341,1945.5,1805.8,1659.8,1631.7,1789.3,2277.8,1889.8,549.2,1134.8,1649.5
Operating Profit Margin Qtr %,11.94%,11.36%,11.85%,12.47%,13.87%,13.24%,16.02%,16.14%,9.80%,12.41%,13.36%
Depreciation Qtr Cr,680.6,680.5,631.2,580.7,558.6,558.7,571.4,554.5,548.4,583.6,553.7
Interest Qtr Cr,69.8,55.8,53.2,42.5,71.4,95.2,99.7,109.1,66.9,33.5,22.4
Profit Before Tax Qtr Cr,1788.2,1572.7,1644.7,1886.5,1128.4,379.8,485.2,469.3,126,-1948,679.1
Tax Qtr Cr,358.1,280.8,291.6,454.8,272.8,331.3,454.2,392.1,13.9,554.4,372.5
Net Profit Qtr Cr,1430.2,1291.9,1353.1,1431.7,855.6,48.4,30.9,77.2,112.1,-2502.4,306.6
Basic EPS Qtr Rs,11.9,10.8,11.3,12,7.2,0.4,0.3,0.7,0.9,-21,2.6
