Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4149.4,4799.8,4019.1,3982.3,3414.1,3628.2,3198.9,541.2,558.5,593.6,436.7
Operating Expenses Qtr Cr,3681.3,4400,3598.3,3383.2,3244.4,3170.4,2773.8,53.5,21.8,97.1,21
Operating Profit Qtr Cr,445,-368.9,408.7,587.8,191.6,-15.5,412.6,554.5,531,370.5,374.6
Operating Profit Margin Qtr %,10.78%,-9.18%,10.20%,14.78%,5.63%,-0.49%,12.92%,102.47%,95.08%,62.43%,88.90%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,465.1,410.4,420.9,593.9,201.5,450.1,418.2,554.6,531,370.6,389.9
Tax Qtr Cr,116.1,97.9,103.4,147.2,49.9,104.4,104.7,138.8,132.9,88.7,95.8
Net Profit Qtr Cr,349,312.5,317.5,446.7,151.6,345.7,313.5,415.7,398.1,281.9,294.1
Basic EPS Qtr Rs,7.1,6.4,6.5,9.1,3.3,7.6,6.9,9.2,8.8,6.2,6.5
