Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,43078.4,35841,29964.5,27500.1,23555.3,24321.3,18242.2,19152.6,13448.1,22781.8,25112.5
Operating Expenses Qtr Cr,17589.7,18447.8,13621.7,11826.1,12019.9,13039.6,10516.2,9927.7,8230.5,15906.7,13129.4
Operating Profit Qtr Cr,24731,16049.5,14851.2,12527.5,11001.8,8149.4,6507.6,6989.4,4780.8,5549.5,10580.6
Operating Profit Margin Qtr %,58.44%,46.52%,52.16%,51.44%,47.79%,38.46%,38.23%,41.32%,36.74%,25.86%,44.63%
Depreciation Qtr Cr,4510.1,5099.1,4338.1,3942.9,4165.6,4398.6,4427,3679.5,3822.3,4998.6,5358.2
Interest Qtr Cr,635.6,579.8,581.6,578.8,619.7,568.8,477.7,317.2,491.8,869.5,626.4
Profit Before Tax Qtr Cr,20343,11714.3,11423.2,11152.4,6750.2,8927.6,2821.2,3990,903.5,-3892,5998.6
Tax Qtr Cr,5137.1,2854.8,2659.4,-7195.4,2415.4,2193.6,1443,1112.2,407.5,-793.8,1846.9
Net Profit Qtr Cr,15205.9,8859.5,8763.7,18347.7,4334.8,6734,1378.2,2877.8,496,-3098.3,4151.6
Basic EPS Qtr Rs,12.1,7,7,14.6,3.5,5.3,1.1,2.3,0.4,-2.5,3.3
