Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,485.7,439.5,475,679,531,471.1,587.4,628.5,468.6,601.6,630.8
Operating Expenses Qtr Cr,121.6,127,134.7,207.9,152.8,120.8,181.6,196.3,118.1,239.2,245.7
Operating Profit Qtr Cr,360.2,306.2,336.5,380.6,374.4,344.2,398.4,380.7,346.2,355.7,380
Operating Profit Margin Qtr %,74.76%,70.69%,71.41%,64.67%,71.02%,74.02%,68.69%,65.98%,74.56%,59.79%,60.74%
Depreciation Qtr Cr,47.9,49.4,49.4,49.1,48.1,49.7,51.1,55.4,48.8,48.3,49.7
Interest Qtr Cr,1.4,3.4,5.3,8.6,14,17.4,22,24.9,29,34.6,38.3
Profit Before Tax Qtr Cr,314.9,259.8,285.6,413.3,316.1,283.3,332.8,351.9,272.7,279.5,297.2
Tax Qtr Cr,79.4,57.7,72.3,82.9,82.8,75.3,85.3,80.8,73.3,53.9,75.1
Net Profit Qtr Cr,235.5,202,248.1,327.7,231.9,206.3,247.5,271.1,199.4,225.6,222.1
Basic EPS Qtr Rs,4.2,3.6,3.8,5.8,4.1,3.7,4.4,4.8,3.5,4,3.9
