Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2113.7,2060.5,2244.1,2407.2,2317.9,1966.2,1851.2,2008.9,1583.3,1713.4,1623.2
Operating Expenses Qtr Cr,1875,1806.6,1708.6,1776.2,1728.1,1501.1,1335.6,1389.8,1044.3,1333.7,1232.7
Operating Profit Qtr Cr,183.3,199.7,472.3,587.8,550.6,416.4,443.2,594.3,506.6,353.8,363.7
Operating Profit Margin Qtr %,8.91%,9.95%,21.65%,24.87%,24.16%,21.72%,24.91%,29.95%,32.66%,20.96%,22.78%
Depreciation Qtr Cr,56.8,55,58.4,53.8,51.7,49.4,50.1,51.6,47.9,63.8,42.7
Interest Qtr Cr,22,13.1,7.3,8.5,9.1,7.4,8.8,14.8,12,9.5,9.9
Profit Before Tax Qtr Cr,159.8,185.8,469.8,568.7,529,395.7,456.8,552.7,479.1,306.4,337.8
Tax Qtr Cr,19.7,109,32.7,10.7,59.7,32.9,55.8,57.5,53,35.2,-10.8
Net Profit Qtr Cr,140.1,76.9,437.1,558,469.3,362.7,401,495.2,426.2,271.2,348.6
Basic EPS Qtr Rs,11.7,6.4,36.6,46.7,39.2,30.3,33.5,41.4,35.6,22.7,29.1
