Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,28336.7,27412.3,27069.7,26030.8,24379.3,23953,24416.1,23650.8,26067,23443.7,23638.3
Operating Expenses Qtr Cr,7566.3,7049,7074.9,6572.2,6037.2,6002.6,5779,5133.3,4645.9,5791.8,5570.7
Operating Profit Qtr Cr,5643.7,5555.5,5161.2,5117.5,4898.5,4428.5,4133.5,4232.8,4633.9,3135.1,2974.7
Operating Profit Margin Qtr %,23.84%,24.50%,23.37%,24.10%,24.03%,22.32%,20.95%,21.57%,23.26%,16.34%,15.60%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,10461.5,10070.3,9846.6,9543.9,9447.6,9410.5,9817.3,10256.4,10644.6,10261.8,10519
Profit Before Tax Qtr Cr,9165.1,9224,8140.9,7201.2,6042.7,5656.4,6078,5265.8,3182.5,1422.7,5465.4
Tax Qtr Cr,2260.1,2205.3,1947.1,1690.3,1426.7,1253.8,1138.5,1014.5,583.4,201.3,1319
Net Profit Qtr Cr,6904.9,7018.7,6193.8,5510.9,4616,4402.6,4939.6,4251.3,2599.2,1221.4,4146.5
Basic EPS Qtr Rs,9.9,10.1,8.9,8,6.7,6.4,7.2,6.3,4,1.9,6.4
