Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2748.6,2481.6,2141.6,2182.9,1891.3,1804.3,1555.9,1597.1,962,1423.7,1190.6
Operating Expenses Qtr Cr,2190.8,1874.4,1586.5,1529.9,1300.4,1204.1,1028.2,1042,698.1,984.8,819
Operating Profit Qtr Cr,455.5,499.5,443.4,519.9,512.7,541.8,476.4,536.7,230.6,372.6,341.5
Operating Profit Margin Qtr %,17.21%,21.04%,21.84%,25.36%,28.28%,31.03%,31.66%,34.00%,24.83%,27.45%,29.43%
Depreciation Qtr Cr,126.2,116.7,114.5,108.5,104.1,103.4,101.9,101.2,99.6,98.3,94.9
Interest Qtr Cr,2.7,2.1,1.8,1.8,2.1,2.3,1.7,3.4,2.4,1.9,1.9
Profit Before Tax Qtr Cr,428.8,488.4,438.7,542.7,484.7,494.5,424.1,450.5,161.9,338.8,274.8
Tax Qtr Cr,109.1,114.7,110.1,165.5,153.5,122.3,102.2,111,40,81.5,54.1
Net Profit Qtr Cr,319.7,373.7,328.6,377.2,331.2,372.2,321.9,339.5,121.8,257.3,220.7
Basic EPS Qtr Rs,16.5,19.3,17,19.5,17.1,19.3,16.6,17.6,6.3,13.3,11.4
