Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,532.9,580.9,635.9,608.4,608,545.6,594.9,570,491.3,449.6,592
Operating Expenses Qtr Cr,131.9,122.8,135.2,131.2,126.1,106.6,96.1,90.7,95,104.5,111.1
Operating Profit Qtr Cr,389.6,393.5,414.4,411.1,380.9,396.3,385.8,365.5,316.5,371.7,413.6
Operating Profit Margin Qtr %,74.71%,76.21%,75.40%,75.80%,75.13%,78.80%,80.06%,80.11%,76.91%,78.06%,78.82%
Depreciation Qtr Cr,13.5,13.4,13.3,13.6,13.5,13.6,14,14.1,13.7,13.4,12.6
Interest Qtr Cr,2.5,2,2.1,2.2,2.2,2.3,2.2,2.2,2.2,2.2,2.2
Profit Before Tax Qtr Cr,385,442.6,485.1,461.4,466.1,423,482.6,462.9,380.4,329.6,466
Tax Qtr Cr,70.8,99.1,125.4,117,120.7,106.9,113.4,124.9,78,79.7,113.5
Net Profit Qtr Cr,314.2,343.6,359.8,344.4,345.4,316.1,369.3,338.1,302.4,249.8,352.6
Basic EPS Qtr Rs,14.7,16.1,16.9,16.2,16.2,14.8,17.3,15.9,14.2,11.7,16.6
