Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,536.9,594.9,437.4,330.2,292,476.9,336.6,189.7,63.5,215.3,220.6
Operating Expenses Qtr Cr,480.3,515,382.5,288,257.5,402,285.6,168.2,69.9,185.7,196.7
Operating Profit Qtr Cr,55,78.7,54.5,40,32.9,70.3,47.4,16.3,-6.9,24.8,18.6
Operating Profit Margin Qtr %,10.28%,13.25%,12.47%,12.21%,11.32%,14.88%,14.24%,8.81%,-11.01%,11.80%,8.64%
Depreciation Qtr Cr,9.7,10,8.4,8.8,7.9,9.5,9.3,7.8,7.4,8.8,8.4
Interest Qtr Cr,0.2,0.7,0.3,0.2,0.6,1.2,0.9,0.8,1.6,3,2.4
Profit Before Tax Qtr Cr,46.8,69.1,46.2,33.2,26,64.3,40.9,12.9,-15.4,17.9,13.1
Tax Qtr Cr,12,17,11.9,8.6,6.6,15.8,10.2,3.4,-3.5,6.9,2.3
Net Profit Qtr Cr,34.8,52.1,34.3,24.6,19.4,48.5,30.7,9.4,-11.9,11,10.8
Basic EPS Qtr Rs,0.9,1.3,0.9,0.6,0.5,1.2,0.8,0.2,-0.3,0.3,0.3
