Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,516.4,512.8,541.6,437.5,435.4,522.2,464.1,395.6,332.5,369.8,389
Operating Expenses Qtr Cr,478.6,441.3,474.2,389,381.2,451.2,385.4,330.9,274.8,314.3,326.8
Operating Profit Qtr Cr,37.2,66.5,65.8,47.5,53.5,68.3,76.1,64.2,57.5,51,61
Operating Profit Margin Qtr %,7.21%,13.09%,12.19%,10.88%,12.31%,13.15%,16.50%,16.26%,17.29%,13.96%,15.72%
Depreciation Qtr Cr,25.2,24.2,21.2,21,20.5,21,21.3,21.5,21.4,21.2,17.6
Interest Qtr Cr,5.5,4.8,4.2,4,4.3,4.1,4.3,4.7,3.4,2.5,3.2
Profit Before Tax Qtr Cr,7.1,42.5,41.9,23.6,29.5,45.9,63.8,38.6,32.9,31.9,39.2
Tax Qtr Cr,1.8,12.9,10.7,6.1,7.4,6.4,18.4,10.8,9.4,-1.9,11.8
Net Profit Qtr Cr,5.3,29.6,31.3,17.5,22,39.5,45.4,27.8,23.5,33.8,27.4
Basic EPS Qtr Rs,0.8,4.3,4.5,2.5,3.2,5.7,6.6,4,3.4,4.9,4
