Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4338.3,4102.9,3942.9,3535.5,3414.2,3078.8,3038.7,2840.3,2829.5,2897.5,2700.1
Operating Expenses Qtr Cr,3428.8,3194.6,3068.1,2774.4,2591.8,2368.2,2294.1,2175.3,2220.2,2290.2,2142.7
Operating Profit Qtr Cr,787.9,768.9,774.7,652.3,581.6,664.9,671.4,624.1,544.4,534.9,491.8
Operating Profit Margin Qtr %,18.69%,19.40%,20.16%,19.04%,18.33%,21.92%,22.64%,22.29%,19.69%,18.93%,18.67%
Depreciation Qtr Cr,88.5,84.2,70.7,68.1,65.1,69.9,64.3,72,60.7,57.7,54.3
Interest Qtr Cr,15.9,18,17.5,16.2,16.4,17.6,17.9,17.6,18.5,19.4,18.5
Profit Before Tax Qtr Cr,805.1,806.1,786.6,676.8,740.9,623.1,662.4,575.4,530.1,530.2,484.6
Tax Qtr Cr,205.8,206.9,197.4,180,165.1,156.7,168.2,145.6,133.1,114.3,118.1
Net Profit Qtr Cr,599.3,599.2,589.2,496.8,575.8,466.4,494.2,429.8,397,415.9,366.5
Basic EPS Qtr Rs,34.2,34.2,33.6,28.4,33,26.7,28.3,24.6,22.8,23.9,21.1
