Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,74988.6,82613.4,78351.5,77689.1,77367.2,81327,75980.6,75341.8,74457.9,76027.5,76797.9
Operating Expenses Qtr Cr,20755.6,23361.2,20839.2,21312.4,20466.3,23592.2,20732.9,20249.4,18077.7,20379.2,18662.2
Operating Profit Qtr Cr,10440.4,7836.7,9848.2,9871.5,7172.1,3474.8,8087,7932.1,8563.9,2387.7,9116.6
Operating Profit Margin Qtr %,14.37%,11.08%,14.13%,14.21%,10.94%,5.34%,12.12%,11.87%,12.88%,3.81%,13.47%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,41480.4,39535.4,38990.7,38297.6,37926,38034.6,37914.6,38632.6,39858.8,39914.5,39913.2
Profit Before Tax Qtr Cr,8360.2,12479.4,11547.7,10471.9,8922.9,8649.1,6990.8,6341.4,5559.8,4970,10969.7
Tax Qtr Cr,2292.1,3365.8,3115.8,2845.4,2418.9,2198.4,1794.5,1767.3,1370.4,1389.2,5386.3
Net Profit Qtr Cr,6068.1,9113.5,8431.9,7626.6,6504,6450.8,5196.2,4574.2,4189.3,3580.8,5583.4
Basic EPS Qtr Rs,6.8,10.2,9.4,8.6,7.3,7.2,5.8,5.1,4.7,4,6.3
