Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,906,1123.1,861.4,915.8,520.7,913.8,697.6,570.9,319.5,505.7,522.3
Operating Expenses Qtr Cr,767.4,922.8,687.3,734.6,413.8,696,534.6,451.7,269.5,408.9,420.1
Operating Profit Qtr Cr,132.4,186.6,169.7,175.4,103.4,213.7,158.5,115.3,47,96.8,99.9
Operating Profit Margin Qtr %,14.71%,16.82%,19.80%,19.27%,19.99%,23.49%,22.87%,20.34%,14.85%,19.14%,19.21%
Depreciation Qtr Cr,29.7,27.3,26.5,25.9,25.3,24.5,24.2,23.9,23.6,24.2,22.8
Interest Qtr Cr,11.7,4.1,0.5,0.5,3.8,0.6,-0.3,-2.3,4.4,17,3
Profit Before Tax Qtr Cr,97.2,166.9,147.1,154.8,77.8,187.4,139.1,90.6,22,53.1,76.4
Tax Qtr Cr,24.2,46.2,36.6,38.9,20.1,47.1,35.1,24.5,5.5,13.8,18.7
Net Profit Qtr Cr,73,120.7,110.5,115.9,57.7,140.3,104,66.1,16.5,39.3,57.7
Basic EPS Qtr Rs,3.6,6,5.5,5.8,2.9,7,6.9,4.4,1.1,2.6,3.8
