Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,356.8,49.1,271.6,367.4,40.8,267.8,46.7,39.6,37.9,353.1,39.5
Operating Expenses Qtr Cr,43.9,27.9,45.4,49.2,39.1,35.6,35.4,37.6,33.6,31.2,32.5
Operating Profit Qtr Cr,297.3,1.9,176.7,299.9,-16.2,215.1,-15.7,-11.9,-6,312.4,-1.9
Operating Profit Margin Qtr %,87.14%,6.37%,79.57%,85.91%,-70.77%,85.78%,-79.52%,-46.36%,-21.68%,90.91%,-6.18%
Depreciation Qtr Cr,0.8,0.7,1.1,1.2,1.2,1.2,1.2,1.1,1.1,1.1,0.9
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,312.2,20.5,225.2,317,0.5,230.9,10.1,0.9,3.2,320.8,6.1
Tax Qtr Cr,79.1,3.6,56.7,78.5,0.2,62.2,1.7,0.3,2.1,2.6,2.9
Net Profit Qtr Cr,233.1,16.9,168.5,238.5,0.4,168.7,8.4,0.6,1,318.1,3.2
Basic EPS Qtr Rs,14.6,1.1,10.6,15,0,10.6,0.5,0,0.1,20,0.2
