Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,982.6,1912.9,1081.7,976.1,900.1,1425.3,1110.4,979.3,713.6,981.5,1042.7
Operating Expenses Qtr Cr,725.1,1510.2,779.4,730.2,711.2,1115,855.4,690.5,452.7,725.4,743.9
Operating Profit Qtr Cr,223.7,343,217.4,137.1,130.7,252.4,197.1,258.7,232.4,200.9,275.8
Operating Profit Margin Qtr %,23.58%,18.51%,21.81%,15.81%,15.52%,18.46%,18.73%,27.25%,33.92%,21.69%,27.05%
Depreciation Qtr Cr,72.6,75.1,69.4,70,70.1,76.2,76.3,77,76.9,83.7,79.9
Interest Qtr Cr,74.2,79.9,71.7,72.3,71.3,94.2,128,133.9,135.4,139.6,153.4
Profit Before Tax Qtr Cr,131.1,787.6,161.2,103.6,47.5,58.6,50.7,77.9,48.6,32.8,65.5
Tax Qtr Cr,18.9,85.9,39.9,18.5,8.2,22.1,-3.9,2.8,2,75,-6.9
Net Profit Qtr Cr,112.2,701.7,121.3,85.1,39.3,36.5,54.6,75.1,46.6,-42.2,72.4
Basic EPS Qtr Rs,2.8,17.5,3,2.1,1,0.9,1.4,1.9,1.2,-1.1,1.9
