Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,996.6,983.3,906.2,807.9,455.1,686.1,498.8,394.8,189.2,417.2,337.5
Operating Expenses Qtr Cr,892.8,882.9,804.3,725,430.4,620,438.1,365.6,197.2,393.8,312.2
Operating Profit Qtr Cr,79.3,76.7,79.3,67.4,5.6,43.1,38.6,13.7,-26.6,-2.6,3
Operating Profit Margin Qtr %,8.16%,7.99%,8.98%,8.50%,1.29%,6.50%,8.09%,3.61%,-15.63%,-0.68%,0.96%
Depreciation Qtr Cr,15.4,14.5,14.2,13.8,13.4,12.9,13.1,12.9,12.7,12.5,12.6
Interest Qtr Cr,0,0,0.1,0,0,0.1,0,0,0,0.1,0
Profit Before Tax Qtr Cr,88.3,86,87.7,69.1,-5.8,40.9,46.7,9.6,-23,10.7,10.7
Tax Qtr Cr,21.5,7.4,24.2,22.3,3.4,15.5,13.4,1.6,-3.8,3.7,4.2
Net Profit Qtr Cr,66.8,78.6,63.5,46.8,-9.2,25.3,33.4,7.9,-19.2,7,6.5
Basic EPS Qtr Rs,62.5,73.6,59.4,43.8,-8.7,23.7,31.2,7.4,-17.9,6.6,6.1
