Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,11124.4,11443.5,11211.1,11658.6,11698.1,11379.8,12310.9,12408.7,11941.5,12215.8,13338.1
Operating Expenses Qtr Cr,3041.3,3107.6,3147.4,2982.2,2715.2,2894.7,2971.7,2628.8,2343.9,2828.2,2486.3
Operating Profit Qtr Cr,1031.1,878.5,260.5,541.3,429.4,41.1,767.8,1484.5,1137.2,964.8,1631.7
Operating Profit Margin Qtr %,10.34%,8.91%,2.78%,5.68%,4.61%,0.44%,7.50%,13.75%,11.11%,9.16%,15.06%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,5900.2,5870.2,5968,5998.8,6176.7,6390.7,6503.6,6682.2,6753.1,6735,6716.9
Profit Before Tax Qtr Cr,861.1,925,1760.8,1783.8,1097.1,263.3,855.6,785.4,1332.5,-5489.4,119.7
Tax Qtr Cr,299.6,318.8,733.4,732.8,377.1,13.1,314.8,259.6,488.9,-1918,14.2
Net Profit Qtr Cr,561.5,606.3,1027.5,1051,720,250.2,540.7,525.8,843.6,-3571.4,105.5
Basic EPS Qtr Rs,1.4,1.5,2.5,2.7,2.1,0.8,1.6,1.6,2.6,-10.9,0.3
