Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,611.6,561.3,508.5,467.9,450.8,467.4,502.8,525.8,522.5,528.9,516.8
Operating Expenses Qtr Cr,38.3,45.9,37.7,31.7,27.9,40.4,31.9,22.9,19.2,29.7,24.5
Operating Profit Qtr Cr,576.6,484.8,454.3,442.3,416.4,419.2,469.2,487.4,459.1,458.3,487.5
Operating Profit Margin Qtr %,94.34%,86.42%,89.37%,94.55%,92.36%,89.71%,93.33%,92.76%,87.88%,86.66%,94.38%
Depreciation Qtr Cr,2.2,2.2,2.7,2.5,2.4,2.4,2.6,2.3,2.3,2.8,2.4
Interest Qtr Cr,356.1,318.5,296.1,270.8,268,274.8,289.2,313.5,330.8,336.6,339.8
Profit Before Tax Qtr Cr,218.7,164.3,155.7,169,146,142,177.5,172,126,118.9,145.6
Tax Qtr Cr,56.5,41.4,40,45.4,37.2,39.4,45.6,43.6,32.9,28,39
Net Profit Qtr Cr,162.2,122.9,115.7,123.6,108.8,102.6,131.9,128.4,93.2,90.9,106.6
Basic EPS Qtr Rs,12.2,9.2,8.7,9.3,8.2,7.7,9.9,9.6,7,6.8,8
