Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,815.4,693.2,874.3,758.2,705,696.4,902.6,774,753.7,738,920.4
Operating Expenses Qtr Cr,664.3,580.7,738,629.8,566.5,543.5,686.6,615.4,608.3,575.7,712.6
Operating Profit Qtr Cr,121.9,87.3,121.9,107.3,116.7,129.2,187.6,144.3,127.9,128.6,188.6
Operating Profit Margin Qtr %,15.50%,13.07%,14.18%,14.56%,17.07%,19.20%,21.45%,18.99%,17.38%,18.25%,20.93%
Depreciation Qtr Cr,12.5,12.7,13.6,13.1,13,13,12.7,11.4,11.6,11.8,11.5
Interest Qtr Cr,1.3,1.2,1.1,1.4,1.8,1.6,1.3,1.8,1.5,1.5,1.8
Profit Before Tax Qtr Cr,137.4,98.6,121.6,113.8,123.6,138.3,202,145.5,132.3,148.9,194.4
Tax Qtr Cr,35.4,25.9,31.9,28.6,32.1,34.2,52.1,37.4,34.2,37.8,49.7
Net Profit Qtr Cr,102,72.7,89.7,85.2,91.5,104,149.9,108,98.1,111.1,144.7
Basic EPS Qtr Rs,115.3,82.2,101.5,96.4,103.5,117.7,169.5,122.2,110.9,125.7,163.7
