Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,40,127,36,144,42,55,47,42,45,119,51
Operating Expenses Qtr Cr,29,28,28,29,29,43,28,30,32,32,39
Operating Profit Qtr Cr,4,6,5,5,5,-4,10,5,4,3,-1
Operating Profit Margin Qtr %,12.12%,17.65%,15.15%,14.71%,14.71%,-10.26%,26.32%,14.29%,11.11%,8.57%,-2.63%
Depreciation Qtr Cr,1,2,1,2,1,3,4,2,2,2,2
Interest Qtr Cr,1,1,0,1,2,4,2,3,2,1,1
Profit Before Tax Qtr Cr,9,96,7,82,10,5,13,7,9,84,9
Tax Qtr Cr,0,0,-3,15,0,0,4,2,3,12,1
Net Profit Qtr Cr,9,96,10,67,10,5,9,5,6,72,8
Basic EPS Qtr Rs,0.5,5.1,0.5,3.6,0.5,0.3,0.5,0.2,0.3,3.8,0.4
