Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,113.4,127.8,126.7,121.1,102.4,101.8,95.7,79.4,80.5,79.4,69.4
Operating Expenses Qtr Cr,17.3,16.7,16.1,13.4,13.9,14.2,12.9,13.2,17.4,15.2,12
Operating Profit Qtr Cr,81,95.1,98.1,95.8,76.6,80.8,72.1,57.5,48.9,54.2,47.7
Operating Profit Margin Qtr %,82.37%,85.09%,85.95%,87.73%,84.67%,85.07%,84.83%,81.32%,73.79%,78.10%,79.85%
Depreciation Qtr Cr,4.2,4.1,4.1,4.1,4,3.4,4,4.1,4.4,4.5,4.1
Interest Qtr Cr,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0
Profit Before Tax Qtr Cr,91.3,106.5,106,103.1,84,83.7,78.3,61.6,58.2,59.1,53.3
Tax Qtr Cr,22.7,25.7,26.1,25,20.4,19.9,18.2,14.9,15.3,11.9,11
Net Profit Qtr Cr,68.6,80.9,79.9,78.1,63.6,63.8,60.1,46.7,42.9,47.2,42.3
Basic EPS Qtr Rs,0.8,0.9,0.9,2.6,2.1,2.1,2,1.6,1.4,1.6,1.4
