Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,969,1064.5,1176,1029,819.8,981.9,863.3,856.3,723.1,782.1,618.2
Operating Expenses Qtr Cr,499.8,328,554,389.1,353,345.5,415,187.1,258.8,257.1,233.2
Operating Profit Qtr Cr,601.1,687.4,739,673.4,562.7,604.1,524.6,424.8,427.8,306.9,418.2
Operating Profit Margin Qtr %,62.39%,65.17%,63.24%,65.83%,68.96%,61.91%,61.06%,51.13%,59.41%,39.62%,68.48%
Depreciation Qtr Cr,28.4,28.6,26.8,26.1,24.9,24.8,22.1,23.8,20.2,22.6,23.3
Interest Qtr Cr,367.9,384.5,419.7,409.1,402.3,398.7,342.1,368.1,446.1,342.6,321.8
Profit Before Tax Qtr Cr,210.3,283.9,299.9,244.2,139.3,186.8,164.7,58.5,17.5,-50.9,83.7
Tax Qtr Cr,53.5,53.2,73.6,59.3,35.7,27.7,38.7,17.2,1.2,-18.2,18.6
Net Profit Qtr Cr,156.9,230.7,226.3,184.9,103.6,159.1,125.9,41.3,16.3,16.7,65.1
Basic EPS Qtr Rs,4.1,6.1,6,4.9,2.7,4.2,3.3,1.1,0.4,0.4,1.7
