Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
Operating Expenses Qtr Cr,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
Operating Profit Qtr Cr,-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Operating Profit Margin Qtr %,-235.64%,-141.46%,-103.52%,-86.72%,-47.34%,-234.84%,-95.56%,-113.48%,-33.44%,-86.42%,-62.99%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Tax Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Net Profit Qtr Cr,-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Basic EPS Qtr Rs,0,0,0,0,0,0,0,0,0,0,0
