Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,671.2,746.1,522.1,468.6,338.1,504.2,292.9,212.1,96,254.2,266.7
Operating Expenses Qtr Cr,611.6,669.5,470.2,425.5,303.8,429.3,254.1,198.2,105.7,220,235.8
Operating Profit Qtr Cr,55.3,69.8,47.4,37.1,29.9,70,35.4,10.2,-14.2,24.1,25.5
Operating Profit Margin Qtr %,8.30%,9.45%,9.16%,8.03%,8.95%,14.01%,12.22%,4.90%,-15.47%,9.89%,9.76%
Depreciation Qtr Cr,5.6,5.9,4.6,4.7,4.7,4.7,4.8,4.8,4.8,4.7,4.7
Interest Qtr Cr,0.6,0.7,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6
Profit Before Tax Qtr Cr,53.5,70.1,76.8,37.8,29.2,69.7,33.5,8.6,-15.1,19.1,25.7
Tax Qtr Cr,12.9,18,12.7,11.2,7.6,18.3,8.4,2.5,-3.8,4.8,4
Net Profit Qtr Cr,40.6,52.1,64.1,26.7,21.6,51.4,25.1,6.1,-11.3,14.2,21.7
Basic EPS Qtr Rs,2.2,2.8,3.5,1.4,1.2,2.8,1.4,0.3,-0.6,0.8,1.2
