Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3.4,2,2.8,2.3,3.4,15.2,4,15.1,12.8,286.5,213.7
Operating Expenses Qtr Cr,6.9,4,3.7,3.6,6.4,3.3,1.9,2.7,14.6,107.3,177.1
Operating Profit Qtr Cr,-6.9,-4,-3.7,-3.6,-6.4,2.6,-1.9,-2.7,-14.6,106.7,-40
Operating Profit Margin Qtr %,-124724.14%,43.88%,49.86%,-29.19%,,,,,,,
Depreciation Qtr Cr,0.6,0.9,0.6,0.2,0.2,0.2,0.4,1,2.2,2.1,2.3
Interest Qtr Cr,10.6,12.8,11,10.4,11.9,15.4,32.6,43.7,68.4,65.5,67.6
Profit Before Tax Qtr Cr,-14.6,-15.7,-12.5,-11.9,-15.1,-3.7,-30.9,-32.3,-72.4,111.5,-33.3
Tax Qtr Cr,0.1,-0.2,1.3,-0.1,0.1,0.1,0.1,0.3,-0.1,10,0.3
Net Profit Qtr Cr,-14.7,-15.5,-13.8,-11.8,-15.2,-3.8,-31,-32.6,-72.3,101.5,-33.6
Basic EPS Qtr Rs,-0.3,-0.3,-0.3,-0.3,-0.3,-0.1,-0.7,-0.7,-1.6,2.2,-0.7
