Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,838.9,524.5,561.1,370.7,406.1,340.6,355.8,506.1,552.1,458.7,478.6
Operating Expenses Qtr Cr,426.3,551.8,441.8,281,280.2,235.1,252.7,388.5,359.6,301.5,321
Operating Profit Qtr Cr,379.4,-37.7,87.7,49.4,113.6,76.4,78.2,90.4,172.6,118.6,126.7
Operating Profit Margin Qtr %,47.09%,-7.33%,16.56%,14.95%,28.85%,24.53%,23.63%,18.88%,32.43%,28.23%,28.30%
Depreciation Qtr Cr,36.9,35.6,35.5,34.2,33.1,29.8,29.4,28.4,27.6,29.8,25.1
Interest Qtr Cr,2.7,4.2,4.1,3.2,1.8,2.3,3,2.7,3.3,3.5,5.2
Profit Before Tax Qtr Cr,373,-67.1,79.7,52.3,91,73.4,70.7,86.5,161.6,123.9,127.3
Tax Qtr Cr,65,-5.8,8.1,-1.3,15.8,16.2,16,15.6,34.9,22.9,23.7
Net Profit Qtr Cr,308,-61.3,71.6,53.6,75.2,57.2,54.7,70.9,126.7,101,103.6
Basic EPS Qtr Rs,16.9,-3.4,3.9,2.9,4.1,3.1,3,3.9,7,5.5,5.7
