Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2293.9,2545.5,2483.4,1987,1985.7,1741.2,1676.2,1727.4,1727.8,1452.8,1430.8
Operating Expenses Qtr Cr,1366.3,1399.1,1366.9,1149.3,1098.7,1019,978,981.4,1011,927.6,893.6
Operating Profit Qtr Cr,837.6,1096,1099.9,818.6,851.5,699.4,678.5,732.4,699,448.6,496.9
Operating Profit Margin Qtr %,38.00%,43.93%,44.59%,41.60%,43.66%,40.70%,40.96%,42.74%,40.88%,32.60%,35.73%
Depreciation Qtr Cr,83.4,80.8,79.7,77.1,73,69.8,68,60.9,56,49.5,46.7
Interest Qtr Cr,0.1,0,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.4,1.6
Profit Before Tax Qtr Cr,844,1065.7,1036.6,760.4,813.8,652.2,630,685,660.7,475.2,488.9
Tax Qtr Cr,152.4,182.7,129.4,154.1,261.8,164.2,168.7,171.7,168.4,83.4,128.2
Net Profit Qtr Cr,691.6,883,907.2,606.4,552,487.9,461.2,513.3,492.2,391.8,360.7
Basic EPS Qtr Rs,26.1,33.3,34.2,22.8,20.8,18.4,17.4,19.3,18.5,14.8,13.6
