Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,2702.9,2642.3,2664.1,2567.7,2720.5,2610.8,2559.8,2533.5,2568.3,2708.8,2644.3
Operating Expenses Qtr Cr,1112.2,985.3,999.5,817.4,856.7,717.9,683.2,668.5,684.9,756.7,677.5
Operating Profit Qtr Cr,-84.5,146.1,10.9,98.1,112.8,188.1,224.9,263.6,356.4,264.3,245.2
Operating Profit Margin Qtr %,-4.04%,6.85%,0.53%,4.97%,5.57%,9.78%,11.36%,12.69%,15.95%,11.97%,11.37%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,1061.6,999.6,1033.8,1059.3,1056.3,1016.4,1071.7,1145.2,1193.7,1187.2,1234.7
Profit Before Tax Qtr Cr,276.1,256.8,206.9,39.5,-618.2,110.3,195.1,194.2,189.6,150.8,93.9
Tax Qtr Cr,75,58.9,50.8,8.7,-158.8,34.9,48,50,48.3,36.4,23.9
Net Profit Qtr Cr,201.2,197.8,156.1,30.8,-459.5,75.3,147.1,144.2,141.2,114.4,70
Basic EPS Qtr Rs,3.4,3.3,2.6,0.5,-7.7,1.3,2.6,2.8,2.8,2.2,1.6
